date,hour,day_of_week,device,campaign_id,total_impressions,total_clicks,total_conversions,avg_cost_per_click,total_revenue
2024-11-01,9,4,DESKTOP,1234,191,4,1,2.145256046508843,47.5
2024-11-01,9,4,DESKTOP,5678,211,3,0,1.899034828236273,0.0
2024-11-01,10,4,MOBILE,1234,195,2,0,1.6077995787600998,0.0
2024-11-01,10,4,DESKTOP,1234,122,5,1,2.455806284077003,66.36
2024-11-01,10,4,DESKTOP,5678,253,9,0,2.7692498985135203,0.0
2024-11-01,11,4,MOBILE,1234,93,1,0,0.9539559950854382,0.0
2024-11-01,11,4,DESKTOP,1234,217,4,0,1.7651611947012147,0.0
2024-11-01,11,4,DESKTOP,5678,273,5,0,2.4644787810703646,0.0
2024-11-01,12,4,MOBILE,1234,151,5,2,2.7292756687166153,68.62
2024-11-01,12,4,DESKTOP,1234,262,7,2,1.7520680139254836,125.32
2024-11-01,12,4,DESKTOP,5678,151,4,0,2.2370363330548235,0.0
2024-11-01,13,4,MOBILE,1234,110,1,0,3.8314563429288038,0.0
2024-11-01,13,4,DESKTOP,1234,344,9,1,2.4929074428516858,48.03
2024-11-01,13,4,DESKTOP,5678,205,9,1,2.3101007026635942,256.61
2024-11-01,14,4,MOBILE,1234,161,5,1,2.776245867117432,59.08
2024-11-01,14,4,DESKTOP,1234,112,3,2,1.9382559001360422,86.94
2024-11-01,14,4,DESKTOP,5678,184,3,1,1.7648584176722555,197.66
2024-11-01,15,4,MOBILE,1234,89,2,2,2.9732200420828603,96.19999999999999
2024-11-01,15,4,DESKTOP,1234,87,3,0,2.4817608587488116,0.0
2024-11-01,15,4,DESKTOP,5678,78,1,0,2.4052231054882283,0.0
2024-11-01,16,4,MOBILE,1234,169,4,0,3.8431438980456853,0.0
2024-11-01,16,4,DESKTOP,1234,175,7,0,1.5179758204993117,0.0
2024-11-01,16,4,DESKTOP,5678,138,2,0,1.6619220865839877,0.0
2024-11-01,17,4,MOBILE,1234,197,4,0,1.456908923591563,0.0
2024-11-01,17,4,DESKTOP,1234,202,5,0,2.6928815041180583,0.0
2024-11-01,17,4,DESKTOP,5678,245,10,1,2.0922273515496945,367.95
2024-11-01,18,4,MOBILE,1234,245,7,1,1.8728935302140226,48.52
2024-11-01,18,4,DESKTOP,1234,273,6,0,2.8219714674714726,0.0
2024-11-01,18,4,DESKTOP,5678,190,8,1,1.7414752384570387,198.25
2024-11-01,19,4,MOBILE,1234,202,5,0,2.920197859317601,0.0
2024-11-01,19,4,DESKTOP,1234,188,1,0,3.1205458946488416,0.0
2024-11-01,19,4,DESKTOP,5678,220,5,0,2.1628821322550498,0.0
2024-11-01,20,4,MOBILE,1234,164,0,0,0.0,0.0
2024-11-01,20,4,DESKTOP,1234,219,4,1,2.431590719107793,63.76
2024-11-01,20,4,DESKTOP,5678,208,7,0,2.0474279456260716,0.0
2024-11-01,21,4,MOBILE,1234,122,3,1,3.925195019659728,45.23
2024-11-01,21,4,DESKTOP,1234,128,1,0,4.582261749932261,0.0
2024-11-01,21,4,DESKTOP,5678,254,7,2,2.5164920764867125,406.43
2024-11-01,22,4,MOBILE,1234,188,2,0,1.6019658485695865,0.0
2024-11-01,22,4,DESKTOP,1234,176,6,0,1.8760355029111417,0.0
2024-11-01,22,4,DESKTOP,5678,226,6,1,2.42306497109545,255.63
2024-11-02,0,5,MOBILE,1234,52,2,0,2.0895183462658844,0.0
2024-11-02,0,5,DESKTOP,1234,131,2,0,2.3305111911924774,0.0
2024-11-02,0,5,DESKTOP,5678,0,0,0,0.0,0.0
2024-11-02,1,5,MOBILE,1234,93,0,0,0.0,0.0
2024-11-02,1,5,DESKTOP,1234,93,4,1,2.612674171130059,83.31
2024-11-02,1,5,DESKTOP,5678,45,2,0,2.850212836815989,0.0
2024-11-02,2,5,MOBILE,1234,70,0,0,0.0,0.0
2024-11-02,2,5,DESKTOP,1234,107,1,0,1.745621034961855,0.0
2024-11-02,2,5,DESKTOP,5678,70,2,0,2.6539499310508523,0.0
2024-11-02,3,5,MOBILE,1234,115,6,0,1.9389392203689353,0.0
2024-11-02,3,5,DESKTOP,1234,107,0,0,0.0,0.0
2024-11-02,3,5,DESKTOP,5678,123,3,0,2.777469947621762,0.0
2024-11-02,4,5,MOBILE,1234,128,9,0,1.7512809530035183,0.0
2024-11-02,4,5,DESKTOP,1234,129,5,2,2.479205517420071,79.07
2024-11-02,4,5,DESKTOP,5678,176,3,0,1.9102929030053328,0.0
2024-11-02,5,5,MOBILE,1234,185,7,0,2.109108888025369,0.0
2024-11-02,5,5,DESKTOP,1234,110,1,0,1.6380848165309727,0.0
2024-11-02,5,5,DESKTOP,5678,47,1,0,2.1007815349540757,0.0
2024-11-02,6,5,MOBILE,1234,80,0,0,0.0,0.0
2024-11-02,6,5,DESKTOP,1234,66,0,0,0.0,0.0
2024-11-02,6,5,DESKTOP,5678,220,4,0,2.6813592522633516,0.0
2024-11-02,7,5,MOBILE,1234,108,0,0,0.0,0.0
2024-11-02,7,5,DESKTOP,1234,78,2,0,2.243854378726142,0.0
2024-11-02,7,5,DESKTOP,5678,113,2,0,2.588994827488246,0.0
2024-11-02,8,5,MOBILE,1234,177,1,1,3.80635776509681,27.33
2024-11-02,8,5,DESKTOP,1234,129,3,0,2.9850774430025457,0.0
2024-11-02,8,5,DESKTOP,5678,195,6,1,2.0267475013344476,180.45
2024-11-02,9,5,MOBILE,1234,160,7,1,2.1027517163845446,52.3
2024-11-02,9,5,DESKTOP,1234,131,2,0,2.298472928772523,0.0
2024-11-02,9,5,DESKTOP,5678,178,3,0,1.8866568813754672,0.0
2024-11-02,10,5,MOBILE,1234,223,4,1,2.2003936668831416,68.94
2024-11-02,10,5,DESKTOP,1234,140,1,0,2.082044067012106,0.0
2024-11-02,10,5,DESKTOP,5678,198,5,1,2.5616881591433662,298.24
2024-11-02,11,5,MOBILE,1234,210,6,0,1.7012332552845064,0.0
2024-11-02,11,5,DESKTOP,1234,166,4,1,2.0213269710658643,50.16
2024-11-02,11,5,DESKTOP,5678,300,9,0,2.2775797498831714,0.0
2024-11-02,12,5,MOBILE,1234,190,4,0,3.00955880163518,0.0
2024-11-02,12,5,DESKTOP,1234,256,6,1,2.161307644144015,54.88
2024-11-02,12,5,DESKTOP,5678,211,6,0,1.7828970858976056,0.0
2024-11-02,13,5,MOBILE,1234,288,5,1,3.021587038374902,78.06
2024-11-02,13,5,DESKTOP,1234,212,5,0,1.6238729872899782,0.0
2024-11-02,13,5,DESKTOP,5678,261,8,0,2.0867537622135814,0.0
2024-11-02,14,5,MOBILE,1234,114,4,0,1.9809126599767655,0.0
2024-11-02,14,5,DESKTOP,1234,194,3,1,1.9451752075938877,39.96
2024-11-02,14,5,DESKTOP,5678,173,3,0,2.727225351586636,0.0
2024-11-02,15,5,MOBILE,1234,121,4,1,1.5677427300213984,73.17
2024-11-02,15,5,DESKTOP,1234,81,2,0,3.17597184673137,0.0
2024-11-02,15,5,DESKTOP,5678,95,2,0,1.624404145678914,0.0
2024-11-02,16,5,MOBILE,1234,134,8,0,2.031852964659459,0.0
2024-11-02,16,5,DESKTOP,1234,146,2,0,0.7823842310129996,0.0
2024-11-02,16,5,DESKTOP,5678,81,1,0,1.6421399061992168,0.0
2024-11-02,17,5,MOBILE,1234,152,3,1,3.0253223953487693,64.48
2024-11-02,17,5,DESKTOP,1234,181,5,1,2.9417926151143567,45.64
2024-11-02,17,5,DESKTOP,5678,157,7,0,2.5299996905016857,0.0
2024-11-02,18,5,MOBILE,1234,164,6,2,1.850137716145051,103.05
2024-11-02,18,5,DESKTOP,1234,216,5,1,2.31543808632287,62.11
2024-11-02,18,5,DESKTOP,5678,140,3,0,2.7076547758030842,0.0
2024-11-02,19,5,MOBILE,1234,309,8,0,2.6961832538368316,0.0
2024-11-02,19,5,DESKTOP,1234,325,8,0,1.9178939373021415,0.0
2024-11-02,19,5,DESKTOP,5678,146,3,1,2.9736169133410826,308.12
2024-11-02,20,5,MOBILE,1234,172,2,0,2.7563843725246002,0.0
2024-11-02,20,5,DESKTOP,1234,210,4,0,2.9484851665746916,0.0
2024-11-02,20,5,DESKTOP,5678,190,6,0,2.80040429070599,0.0
2024-11-02,21,5,MOBILE,1234,248,9,1,2.1309284000713116,65.45
2024-11-02,21,5,DESKTOP,1234,156,4,2,1.9201038335538765,123.65
2024-11-02,21,5,DESKTOP,5678,199,4,1,2.70815630000265,156.7
2024-11-02,22,5,MOBILE,1234,172,5,1,2.45883059693616,44.16
2024-11-02,22,5,DESKTOP,1234,100,4,2,2.012615725618617,91.25
2024-11-02,22,5,DESKTOP,5678,275,9,1,2.213678117973302,284.55
2024-11-03,0,6,MOBILE,1234,56,1,0,1.7856854979150119,0.0
2024-11-03,0,6,DESKTOP,1234,37,3,0,2.0207926898549924,0.0
2024-11-03,0,6,DESKTOP,5678,17,0,0,0.0,0.0
2024-11-03,1,6,MOBILE,1234,119,0,0,0.0,0.0
2024-11-03,1,6,DESKTOP,1234,124,2,0,1.5712672748970091,0.0
2024-11-03,1,6,DESKTOP,5678,123,1,0,3.6871827977228326,0.0
2024-11-03,2,6,MOBILE,1234,67,4,0,2.6119493845910298,0.0
2024-11-03,2,6,DESKTOP,1234,49,2,0,1.8388954739196692,0.0
2024-11-03,2,6,DESKTOP,5678,98,1,0,3.253885070455577,0.0
2024-11-03,3,6,MOBILE,1234,100,5,1,1.9040687960723819,38.99
2024-11-03,3,6,DESKTOP,1234,38,0,0,0.0,0.0
2024-11-03,3,6,DESKTOP,5678,41,1,0,2.4735824071380867,0.0
2024-11-03,4,6,MOBILE,1234,0,0,0,0.0,0.0
2024-11-03,4,6,DESKTOP,1234,18,0,0,0.0,0.0
2024-11-03,4,6,DESKTOP,5678,43,1,0,3.66154297420451,0.0
2024-11-03,5,6,MOBILE,1234,32,2,0,2.595997914642137,0.0
2024-11-03,5,6,DESKTOP,1234,75,1,0,2.581848643825378,0.0
2024-11-03,5,6,DESKTOP,5678,0,0,0,0.0,0.0
2024-11-03,6,6,MOBILE,1234,50,2,0,2.4282260881203612,0.0
2024-11-03,6,6,DESKTOP,1234,26,0,0,0.0,0.0
2024-11-03,6,6,DESKTOP,5678,59,2,0,2.6117760335362545,0.0
2024-11-03,7,6,MOBILE,1234,89,4,0,2.2888710285117915,0.0
2024-11-03,7,6,DESKTOP,1234,0,0,0,0.0,0.0
2024-11-03,7,6,DESKTOP,5678,9,0,0,0.0,0.0
2024-11-03,8,6,MOBILE,1234,114,4,0,1.8023138809350567,0.0
2024-11-03,8,6,DESKTOP,1234,57,0,0,0.0,0.0
2024-11-03,8,6,DESKTOP,5678,97,8,0,1.6674797035636706,0.0
2024-11-03,9,6,MOBILE,1234,74,3,0,2.5290100940404154,0.0
2024-11-03,9,6,DESKTOP,1234,104,2,0,2.2360631555583703,0.0
2024-11-03,9,6,DESKTOP,5678,125,2,0,0.7958367319062938,0.0
2024-11-03,10,6,MOBILE,1234,18,0,0,0.0,0.0
2024-11-03,10,6,DESKTOP,1234,163,8,0,2.029442400304106,0.0
2024-11-03,10,6,DESKTOP,5678,137,3,0,2.1518472893143694,0.0
2024-11-03,11,6,MOBILE,1234,53,1,0,1.589762240222694,0.0
2024-11-03,11,6,DESKTOP,1234,85,1,1,2.316059960721234,77.34
2024-11-03,11,6,DESKTOP,5678,110,5,0,2.4112628619387837,0.0
2024-11-03,12,6,MOBILE,1234,19,0,0,0.0,0.0
2024-11-03,12,6,DESKTOP,1234,42,1,0,0.5,0.0
2024-11-03,12,6,DESKTOP,5678,132,6,0,2.372767435692976,0.0
2024-11-03,13,6,MOBILE,1234,89,0,0,0.0,0.0
2024-11-03,13,6,DESKTOP,1234,137,2,0,3.2497478322426026,0.0
2024-11-03,13,6,DESKTOP,5678,125,6,1,1.693249786331745,92.09
2024-11-03,14,6,MOBILE,1234,164,2,0,1.9528351938483757,0.0
2024-11-03,14,6,DESKTOP,1234,67,1,0,2.9513027479314005,0.0
2024-11-03,14,6,DESKTOP,5678,246,6,0,2.6748300117960597,0.0
2024-11-03,15,6,MOBILE,1234,1,0,0,0.0,0.0
2024-11-03,15,6,DESKTOP,1234,0,0,0,0.0,0.0
2024-11-03,15,6,DESKTOP,5678,143,3,0,2.0764235742606796,0.0
2024-11-03,16,6,MOBILE,1234,110,3,0,2.1516493519075075,0.0
2024-11-03,16,6,DESKTOP,1234,80,0,0,0.0,0.0
2024-11-03,16,6,DESKTOP,5678,108,2,0,2.4482680043972787,0.0
2024-11-03,17,6,MOBILE,1234,189,3,0,1.209811340598513,0.0
2024-11-03,17,6,DESKTOP,1234,60,1,0,2.622306334906951,0.0
2024-11-03,17,6,DESKTOP,5678,46,1,0,2.9431213925307684,0.0
2024-11-03,18,6,MOBILE,1234,132,3,1,3.250705596521037,72.1
2024-11-03,18,6,DESKTOP,1234,79,0,0,0.0,0.0
2024-11-03,18,6,DESKTOP,5678,63,2,0,0.5243740151546747,0.0
2024-11-03,19,6,MOBILE,1234,155,2,1,2.115836395899846,53.6
2024-11-03,19,6,DESKTOP,1234,173,2,0,2.551941565703299,0.0
2024-11-03,19,6,DESKTOP,5678,215,6,0,3.2254187080741796,0.0
2024-11-03,20,6,MOBILE,1234,177,6,1,2.6525641416381807,61.54
2024-11-03,20,6,DESKTOP,1234,111,3,0,1.3598840335956741,0.0
2024-11-03,20,6,DESKTOP,5678,144,4,1,1.1277458975492374,108.98
2024-11-03,21,6,MOBILE,1234,184,3,0,1.6565546502747164,0.0
2024-11-03,21,6,DESKTOP,1234,187,5,1,2.0310901633052216,73.29
2024-11-03,21,6,DESKTOP,5678,141,6,1,2.4068894500840656,300.53
2024-11-03,22,6,MOBILE,1234,183,4,0,1.8031434429879787,0.0
2024-11-03,22,6,DESKTOP,1234,181,6,0,2.979156329842539,0.0
2024-11-03,22,6,DESKTOP,5678,74,1,1,3.6048638575913845,175.78
2024-11-04,0,0,MOBILE,1234,61,1,0,2.869871593602934,0.0
2024-11-04,0,0,DESKTOP,1234,135,1,0,2.71258370945056,0.0
2024-11-04,1,0,MOBILE,1234,38,0,0,0.0,0.0
2024-11-04,1,0,DESKTOP,1234,98,4,0,2.4744634033750645,0.0
2024-11-04,2,0,MOBILE,1234,71,0,0,0.0,0.0
2024-11-04,2,0,DESKTOP,1234,12,0,0,0.0,0.0
2024-11-04,3,0,MOBILE,1234,27,0,0,0.0,0.0
2024-11-04,3,0,DESKTOP,1234,139,4,0,1.7007481787943028,0.0
2024-11-04,4,0,MOBILE,1234,66,0,0,0.0,0.0
2024-11-04,4,0,DESKTOP,1234,76,4,0,2.567953114204664,0.0
2024-11-04,5,0,MOBILE,1234,56,0,0,0.0,0.0
2024-11-04,5,0,DESKTOP,1234,44,0,0,0.0,0.0
2024-11-04,6,0,MOBILE,1234,127,3,0,1.3027955825775992,0.0
2024-11-04,6,0,DESKTOP,1234,75,2,1,1.6735288750682025,80.56
2024-11-04,7,0,MOBILE,1234,0,0,0,0.0,0.0
2024-11-04,7,0,DESKTOP,1234,59,1,0,1.105265786468569,0.0
2024-11-04,8,0,MOBILE,1234,24,1,0,2.8315594742747994,0.0
2024-11-04,8,0,DESKTOP,1234,51,3,0,3.2002571226017884,0.0
2024-11-04,9,0,MOBILE,1234,45,0,0,0.0,0.0
2024-11-04,9,0,DESKTOP,1234,82,5,0,2.9021525491456353,0.0
2024-11-04,10,0,MOBILE,1234,134,2,0,1.9901529077628735,0.0
2024-11-04,10,0,DESKTOP,1234,131,4,1,2.0067419685004535,63.79
2024-11-04,11,0,MOBILE,1234,77,2,0,3.5354499665639163,0.0
2024-11-04,11,0,DESKTOP,1234,196,4,0,2.4822037276680318,0.0
2024-11-04,12,0,MOBILE,1234,190,7,2,2.835057244199628,127.42999999999999
2024-11-04,12,0,DESKTOP,1234,103,1,0,1.4444153263156738,0.0
2024-11-04,13,0,MOBILE,1234,83,3,1,2.5412224936300825,30.95
2024-11-04,13,0,DESKTOP,1234,100,1,0,3.2990249239513467,0.0
2024-11-04,14,0,MOBILE,1234,80,3,0,1.7149739719076333,0.0
2024-11-04,14,0,DESKTOP,1234,86,3,1,2.6743895930757167,61.08
2024-11-04,15,0,MOBILE,1234,68,2,0,2.7864226705496793,0.0
2024-11-04,15,0,DESKTOP,1234,0,0,0,0.0,0.0
2024-11-04,16,0,MOBILE,1234,0,0,0,0.0,0.0
2024-11-04,16,0,DESKTOP,1234,67,0,0,0.0,0.0
2024-11-04,17,0,MOBILE,1234,128,3,1,2.633027258529476,67.97
2024-11-04,17,0,DESKTOP,1234,210,1,0,2.6923806992484,0.0
2024-11-04,18,0,MOBILE,1234,97,1,0,3.4719506686485984,0.0
2024-11-04,18,0,DESKTOP,1234,58,0,0,0.0,0.0
2024-11-04,19,0,MOBILE,1234,113,2,1,2.1194451995926746,41.24
2024-11-04,19,0,DESKTOP,1234,113,4,0,1.8645349324293266,0.0
2024-11-04,20,0,MOBILE,1234,79,1,1,2.1519630862528842,33.42
2024-11-04,20,0,DESKTOP,1234,168,5,0,1.8192248883942939,0.0
2024-11-04,21,0,MOBILE,1234,120,2,0,3.52551479172343,0.0
2024-11-04,21,0,DESKTOP,1234,145,3,0,1.5026303059975834,0.0
2024-11-04,22,0,MOBILE,1234,123,3,0,2.905150420679631,0.0
2024-11-04,22,0,DESKTOP,1234,130,4,1,1.7476979980873595,60.26
2024-11-05,0,1,MOBILE,1234,107,2,0,2.034968995303137,0.0
2024-11-05,0,1,DESKTOP,1234,77,2,0,2.6734681085657046,0.0
2024-11-05,1,1,MOBILE,1234,24,1,0,1.026936529707377,0.0
2024-11-05,1,1,DESKTOP,1234,17,0,0,0.0,0.0
2024-11-05,2,1,MOBILE,1234,37,2,0,3.0564194059270884,0.0
2024-11-05,2,1,DESKTOP,1234,126,4,0,2.2974224037281723,0.0
2024-11-05,3,1,MOBILE,1234,92,2,1,2.4254682156375935,63.66
2024-11-05,3,1,DESKTOP,1234,118,2,0,1.8448642501828802,0.0
2024-11-05,4,1,MOBILE,1234,95,1,0,1.0081138814966808,0.0
2024-11-05,4,1,DESKTOP,1234,87,3,0,2.451445444333545,0.0
2024-11-05,5,1,MOBILE,1234,103,3,0,1.3515388233276704,0.0
2024-11-05,5,1,DESKTOP,1234,98,2,0,2.4904737848755016,0.0
2024-11-05,6,1,MOBILE,1234,85,2,1,2.015301174711838,27.24
2024-11-05,6,1,DESKTOP,1234,78,3,1,2.4269373781429535,36.69
2024-11-05,7,1,MOBILE,1234,60,0,0,0.0,0.0
2024-11-05,7,1,DESKTOP,1234,21,1,0,1.0252090079123934,0.0
2024-11-05,8,1,MOBILE,1234,64,1,0,3.5119551123713215,0.0
2024-11-05,8,1,DESKTOP,1234,77,1,0,1.1199207432235656,0.0
2024-11-05,9,1,MOBILE,1234,136,3,0,2.928487845874893,0.0
2024-11-05,9,1,DESKTOP,1234,105,5,0,1.881342539917241,0.0
2024-11-05,10,1,MOBILE,1234,180,4,0,1.9732455899185686,0.0
2024-11-05,10,1,DESKTOP,1234,64,1,1,2.9675535928420347,54.22
2024-11-05,11,1,MOBILE,1234,116,4,0,1.8249657339370824,0.0
2024-11-05,11,1,DESKTOP,1234,139,5,0,1.5237897020575042,0.0
2024-11-05,12,1,MOBILE,1234,95,3,0,3.2900175142505077,0.0
2024-11-05,12,1,DESKTOP,1234,118,1,0,1.7703364652875258,0.0
2024-11-05,13,1,MOBILE,1234,118,3,0,2.311423110704299,0.0
2024-11-05,13,1,DESKTOP,1234,199,6,1,2.332496999007764,65.01
2024-11-05,14,1,MOBILE,1234,83,0,0,0.0,0.0
2024-11-05,14,1,DESKTOP,1234,73,2,0,2.4604109186388894,0.0
2024-11-05,15,1,MOBILE,1234,104,2,0,3.9789483304635636,0.0
2024-11-05,15,1,DESKTOP,1234,52,1,0,3.7846812494584423,0.0
2024-11-05,16,1,MOBILE,1234,157,2,1,1.43624468297313,49.99
2024-11-05,16,1,DESKTOP,1234,27,0,0,0.0,0.0
2024-11-05,17,1,MOBILE,1234,112,1,0,2.095945739055019,0.0
2024-11-05,17,1,DESKTOP,1234,126,3,0,1.2818805259803532,0.0
2024-11-05,18,1,MOBILE,1234,136,1,0,0.9737924334754655,0.0
2024-11-05,18,1,DESKTOP,1234,146,4,1,3.0591399292588384,63.99
2024-11-05,19,1,MOBILE,1234,106,3,2,1.0933171035972429,131.92000000000002
2024-11-05,19,1,DESKTOP,1234,132,6,2,2.3857254750505383,141.68
2024-11-05,20,1,MOBILE,1234,144,5,0,2.4666596839354584,0.0
2024-11-05,20,1,DESKTOP,1234,176,4,0,2.3619149098027283,0.0
2024-11-05,21,1,MOBILE,1234,67,0,0,0.0,0.0
2024-11-05,21,1,DESKTOP,1234,82,3,0,2.6057868912551445,0.0
2024-11-05,22,1,MOBILE,1234,171,3,0,2.156649825715346,0.0
2024-11-05,22,1,DESKTOP,1234,149,3,0,2.9568121467734003,0.0
2024-11-06,0,2,MOBILE,1234,15,1,0,4.939983392332055,0.0
2024-11-06,0,2,DESKTOP,1234,31,0,0,0.0,0.0
2024-11-06,1,2,MOBILE,1234,83,1,1,2.8283909916902057,34.43
2024-11-06,1,2,DESKTOP,1234,62,0,0,0.0,0.0
2024-11-06,2,2,MOBILE,1234,103,2,0,1.5373827212792224,0.0
2024-11-06,2,2,DESKTOP,1234,155,4,0,2.840068124814927,0.0
2024-11-06,3,2,MOBILE,1234,27,0,0,0.0,0.0
2024-11-06,3,2,DESKTOP,1234,110,7,0,1.8444099211669367,0.0
2024-11-06,4,2,MOBILE,1234,0,0,0,0.0,0.0
2024-11-06,4,2,DESKTOP,1234,182,7,0,2.3359531767831583,0.0
2024-11-06,5,2,MOBILE,1234,154,2,0,3.6396898878576947,0.0
2024-11-06,5,2,DESKTOP,1234,144,5,0,2.1303782962740945,0.0
2024-11-06,6,2,MOBILE,1234,39,1,0,1.9454793536336825,0.0
2024-11-06,6,2,DESKTOP,1234,111,2,0,2.347709173142669,0.0
2024-11-06,7,2,MOBILE,1234,51,2,1,2.649723850273858,46.66
2024-11-06,7,2,DESKTOP,1234,25,1,0,3.2739989017364484,0.0
2024-11-06,8,2,MOBILE,1234,90,1,0,3.9585754886739215,0.0
2024-11-06,8,2,DESKTOP,1234,80,2,1,1.8730209829964022,45.39
2024-11-06,9,2,MOBILE,1234,132,2,0,2.6954505870072163,0.0
2024-11-06,9,2,DESKTOP,1234,186,7,0,1.7355942888000588,0.0
2024-11-06,10,2,MOBILE,1234,195,4,0,2.059337321408463,0.0
2024-11-06,10,2,DESKTOP,1234,160,6,2,2.4108089062575373,73.3
2024-11-06,11,2,MOBILE,1234,167,8,1,2.284038054752807,49.36
2024-11-06,11,2,DESKTOP,1234,123,2,0,3.0522478076725212,0.0
2024-11-06,12,2,MOBILE,1234,200,4,1,1.9453380555657915,62.6
2024-11-06,12,2,DESKTOP,1234,185,8,1,2.0369619198022484,34.0
2024-11-06,13,2,MOBILE,1234,206,6,1,2.9024959841131586,51.19
2024-11-06,13,2,DESKTOP,1234,157,3,0,1.4083709830210782,0.0
2024-11-06,14,2,MOBILE,1234,94,3,0,1.993379722943045,0.0
2024-11-06,14,2,DESKTOP,1234,92,2,0,1.8551432653096154,0.0
2024-11-06,15,2,MOBILE,1234,62,2,0,2.667091045744881,0.0
2024-11-06,15,2,DESKTOP,1234,83,3,0,1.921707165754773,0.0
2024-11-06,16,2,MOBILE,1234,63,3,0,1.9710370829122528,0.0
2024-11-06,16,2,DESKTOP,1234,0,0,0,0.0,0.0
2024-11-06,17,2,MOBILE,1234,85,3,0,2.031219767787295,0.0
2024-11-06,17,2,DESKTOP,1234,221,4,0,2.645910000719509,0.0
2024-11-06,18,2,MOBILE,1234,74,4,1,1.650657795767239,64.2
2024-11-06,18,2,DESKTOP,1234,56,1,0,1.107021933201355,0.0
2024-11-06,19,2,MOBILE,1234,265,5,1,2.3813790857072648,33.74
2024-11-06,19,2,DESKTOP,1234,165,2,0,1.6497879651984553,0.0
2024-11-06,20,2,MOBILE,1234,52,1,0,0.9114340133858907,0.0
2024-11-06,20,2,DESKTOP,1234,160,2,0,2.487169757655648,0.0
2024-11-06,21,2,MOBILE,1234,184,3,1,2.2840653113329745,43.8
2024-11-06,21,2,DESKTOP,1234,111,5,0,1.463122654408662,0.0
2024-11-06,22,2,MOBILE,1234,48,3,1,1.583250753153233,44.83
2024-11-06,22,2,DESKTOP,1234,185,5,0,2.362232186529126,0.0
2024-11-07,0,3,MOBILE,1234,177,6,1,2.2607309179467427,57.39
2024-11-07,0,3,DESKTOP,1234,123,6,1,2.374692837617713,39.45
2024-11-07,1,3,MOBILE,1234,200,1,0,3.68520111490104,0.0
2024-11-07,1,3,DESKTOP,1234,86,2,0,2.702668719180667,0.0
2024-11-07,2,3,MOBILE,1234,48,1,1,2.1887062445672374,78.07
2024-11-07,2,3,DESKTOP,1234,74,2,0,2.4812945518385066,0.0
2024-11-07,3,3,MOBILE,1234,132,4,0,1.812209390608869,0.0
2024-11-07,3,3,DESKTOP,1234,121,0,0,0.0,0.0
2024-11-07,4,3,MOBILE,1234,77,1,0,1.384287877110598,0.0
2024-11-07,4,3,DESKTOP,1234,106,1,0,2.00323484648871,0.0
2024-11-07,5,3,MOBILE,1234,7,0,0,0.0,0.0
2024-11-07,5,3,DESKTOP,1234,102,5,0,2.7933835200436774,0.0
2024-11-07,6,3,MOBILE,1234,114,3,0,3.0386980948918363,0.0
2024-11-07,6,3,DESKTOP,1234,113,5,0,2.7124979539144998,0.0
2024-11-07,7,3,MOBILE,1234,65,2,0,1.4661802486602917,0.0
